WORD;DEFINITION;LEMMAS;HYPONYMS;HYPERNYMS;HOLONYMS
figure;a predetermined set of movements in dancing or skating;['figure'];['figure_eight.n.02', 'spread_eagle.n.02'];['maneuver.n.03'];[]
figure;judge to be probable;['calculate', 'estimate', 'reckon', 'count_on', 'figure', 'forecast'];['allow.v.06'];['evaluate.v.02'];[]
figure;be or play a part of or in;['figure', 'enter'];[];['be.v.01'];[]
figure;imagine, conceive of, see in one's mind;['visualize', 'visualise', 'envision', 'project', 'fancy', 'see', 'figure', 'picture', 'image'];[];['imagine.v.01'];[]
figure;make a mathematical calculation or computation;['calculate', 'cipher', 'cypher', 'compute', 'work_out', 'reckon', 'figure'];['add.v.04', 'average.v.03', 'budget.v.01', 'capitalize.v.04', 'differentiate.v.03', 'divide.v.02', 'estimate.v.01', 'extract.v.08', 'factor.v.01', 'integrate.v.04', 'interpolate.v.01', 'miscalculate.v.02', 'multiply.v.01', 'process.v.03', 'prorate.v.02', 'quantize.v.02', 'recalculate.v.01', 'resolve.v.06', 'subtract.v.01', 'survey.v.06'];['reason.v.03'];[]
figure;understand;['figure'];[];['grok.v.01'];[]
adsorption;the accumulation of molecules of a gas to form a thin film on the surface of a solid;['adsorption', 'surface_assimilation'];['chemisorption.n.01'];['sorption.n.01'];[]
sulfur;an abundant tasteless odorless multivalent nonmetallic element, best known in yellow crystals, occurs in many sulphide and sulphate minerals and even in native form (especially in volcanic regions);['sulfur', 'S', 'sulphur', 'atomic_number_16'];['brimstone.n.01'];['chemical_element.n.01'];[]
sulfur;treat with sulphur in order to preserve;['sulphur', 'sulfur'];[];['process.v.01'];[]
water;binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid, freezes into ice below 0 degrees centigrade and boils above 100 degrees centigrade, widely used as a solvent;['water', 'H2O'];['bath_water.n.01', 'bilge.n.01', 'dishwater.n.01', 'distilled_water.n.01', 'fresh_water.n.01', 'ground_water.n.01', 'hard_water.n.01', 'holy_water.n.01', 'limewater.n.01', 'meltwater.n.01', 'seawater.n.01', 'slush.n.01', 'soft_water.n.01', 'tap_water.n.01', 'water_of_crystallization.n.01'];['binary_compound.n.01', 'liquid.n.03'];[]
water;the part of the earth's surface covered with water (such as a river or lake or ocean);['body_of_water', 'water'];['backwater.n.01', 'bay.n.01', 'channel.n.04', 'drink.n.04', 'estuary.n.01', 'flowage.n.02', 'ford.n.07', 'gulf.n.01', 'high_sea.n.01', 'inlet.n.01', 'lake.n.01', 'main.n.01', 'mid-water.n.01', 'ocean.n.01', 'offing.n.02', 'polynya.n.01', 'pool.n.06', 'sea.n.01', 'seven_seas.n.01', 'shoal.n.02', 'sound.n.08', 'stream.n.01', 'territorial_waters.n.01', 'waterfall.n.01', 'waterway.n.01'];['thing.n.12'];[]
water;once thought to be one of four elements composing the universe (Empedocles);['water'];[];['element.n.05'];[]
water;a facility that provides a source of water;['water_system', 'water_supply', 'water'];[];['facility.n.01'];[]
water;liquid excretory product;['urine', 'piss', 'pee', 'piddle', 'weewee', 'water'];[];['body_waste.n.01'];[]
water;a liquid necessary for the life of most animals and plants;['water'];['branch_water.n.01', 'drinking_water.n.01', 'spring_water.n.02'];['food.n.01', 'liquid.n.01', 'nutrient.n.02'];[]
water;supply with water, as with channels or ditches or streams;['water', 'irrigate'];['flush.v.07', 'hose.v.01', 'hush.v.05'];['wet.v.01'];[]
water;provide with water;['water'];[];['supply.v.01'];[]
water;secrete or form water, as tears or saliva;['water'];[];['secrete.v.01'];[]
water;fill with tears;['water'];[];['fill.v.02'];[]
used;put into service, make work or employ for a particular purpose or for its inherent or natural purpose;['use', 'utilize', 'utilise', 'apply', 'employ'];['address.v.05', 'avail.v.01', 'cannibalize.v.02', 'enjoy.v.02', 'exert.v.01', 'exploit.v.01', 'exploit.v.02', 'fall_back.v.05', 'give.v.18', 'implement.v.01', 'misapply.v.01', 'overuse.v.01', 'play.v.32', 'play.v.33', 'ply.v.06', 'pull_out_all_the_stops.v.01', 'put.v.04', 'recycle.v.02', 'share.v.02', 'strain.v.03', 'take.v.09', 'waste.v.02', 'work.v.12'];[];[]
used;take or consume (regularly or habitually);['use', 'habituate'];['board.v.03', 'drink.v.05'];['consume.v.02'];[]
used;use up, consume fully;['use', 'expend'];['abuse.v.04', 'pervert.v.03', 'spare.v.04', 'take.v.02', 'waste.v.01'];[];[]
used;seek or achieve an end by using to one's advantage;['use'];['trespass.v.02'];['exploit.v.01'];[]
used;avail oneself to;['practice', 'apply', 'use'];['follow.v.19'];[];[]
used;habitually do something (use only in the past tense);['use'];[];['act.v.01'];[]
used;employed in accomplishing something;['used'];[];[];[]
used;of persons, taken advantage of;['exploited', 'ill-used', 'put-upon', 'used', 'victimized', 'victimised'];[];[];[]
used;previously used or owned by another;['secondhand', 'used'];[];[];[]
sulfide;a compound of sulphur and some other element that is more electropositive;['sulfide', 'sulphide'];['cadmium_sulfide.n.01', 'hydrogen_sulfide.n.01', 'iron_disulfide.n.01', 'pyrites.n.01', 'zinc_sulfide.n.01'];['compound.n.02'];[]
mass;the property of a body that causes it to have weight in a gravitational field;['mass'];['atomic_mass.n.01', 'biomass.n.02', 'body.n.09', 'bulk.n.03', 'critical_mass.n.02', 'gravitational_mass.n.01', 'inertial_mass.n.01', 'mass_defect.n.01', 'mass_energy.n.01', 'molecular_weight.n.01', 'relativistic_mass.n.01', 'rest_mass.n.01'];['fundamental_quantity.n.01', 'physical_property.n.01'];[]
mass;(often followed by `of') a large number or amount or extent;['batch', 'deal', 'flock', 'good_deal', 'great_deal', 'hatful', 'heap', 'lot', 'mass', 'mess', 'mickle', 'mint', 'mountain', 'muckle', 'passel', 'peck', 'pile', 'plenty', 'pot', 'quite_a_little', 'raft', 'sight', 'slew', 'spate', 'stack', 'tidy_sum', 'wad'];['flood.n.02', 'haymow.n.01'];['large_indefinite_quantity.n.01'];[]
mass;an ill-structured collection of similar things (objects or people);['mass'];['logjam.n.02', 'shock.n.08'];['collection.n.01'];[]
mass;(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist;['Mass'];['high_mass.n.01', 'low_mass.n.01', 'requiem.n.03'];['religious_ceremony.n.01'];[]
mass;a body of matter without definite shape;['mass'];['coprolith.n.01', 'drift.n.04', 'mat.n.04', 'pulp.n.01'];['body.n.04'];[]
mass;the common people generally;['multitude', 'masses', 'mass', 'hoi_polloi', 'people', 'the_great_unwashed'];['audience.n.02', 'following.n.01', 'laity.n.01'];['group.n.01'];[]
mass;the property of something that is great in magnitude;['bulk', 'mass', 'volume'];['dollar_volume.n.01'];['magnitude.n.01'];[]
mass;a musical setting for a Mass;['Mass'];['requiem.n.02'];['religious_music.n.01'];[]
mass;a sequence of prayers constituting the Christian Eucharistic rite;['Mass'];[];['prayer.n.04'];[]
mass;join together into a mass or collect or form a mass;['mass'];['press.v.06'];['crowd.v.03'];[]
mass;formed of separate units gathered into a mass or whole;['aggregate', 'aggregated', 'aggregative', 'mass'];[];[];[]
fuel;a substance that can be consumed to produce energy;['fuel'];['biomass.n.01', 'butane.n.01', 'charcoal.n.01', 'coal_gas.n.01', 'coke.n.01', 'combustible.n.01', 'diesel_oil.n.01', 'fire.n.07', 'firewood.n.01', 'fossil_fuel.n.01', 'fuel_oil.n.01', 'gasohol.n.01', 'gasoline.n.01', 'igniter.n.01', 'illuminant.n.01', 'kerosene.n.01', 'methanol.n.01', 'nuclear_fuel.n.01', 'propane.n.01', 'red_fire.n.01', 'water_gas.n.01'];['substance.n.07'];[]
fuel;provide with a combustible substance that provides energy;['fuel'];['bunker.v.02', 'gas_up.v.01', 'refuel.v.01'];['supply.v.01'];[]
fuel;provide with fuel;['fuel', 'fire'];[];['supply.v.01'];[]
fuel;take in fuel, as of a ship;['fuel'];['refuel.v.02'];['take_in.v.12'];[]
fuel;stimulate;['fuel'];[];['stimulate.v.03'];[]
content;everything that is included in a collection and that is held or included in something;['content'];[];['collection.n.01'];[]
content;what a communication that is about something is about;['message', 'content', 'subject_matter', 'substance'];['acknowledgment.n.03', 'approval.n.04', 'body.n.08', 'commitment.n.04', 'corker.n.01', 'digression.n.01', 'direction.n.06', 'disapproval.n.02', 'disrespect.n.01', 'drivel.n.01', 'guidance.n.01', 'information.n.01', 'interpolation.n.01', 'latent_content.n.01', 'meaning.n.01', 'memorial.n.02', 'narrative.n.01', 'nonsense.n.01', 'offer.n.02', 'opinion.n.02', 'promotion.n.01', 'proposal.n.01', 'refusal.n.02', 'reminder.n.01', 'request.n.01', 'respects.n.01', 'sensationalism.n.01', 'shocker.n.02', 'statement.n.01', 'statement.n.04', 'subject.n.01', 'submission.n.01', 'wit.n.01'];['communication.n.02'];[]
content;the proportion of a substance that is contained in a mixture or alloy etc.;['content'];[];['proportion.n.01'];[]
content;the amount that can be contained;['capacity', 'content'];['vital_capacity.n.01'];['volume.n.01'];[]
content;the sum or range of what has been perceived, discovered, or learned;['content', 'cognitive_content', 'mental_object'];['acculturation.n.02', 'belief.n.01', 'education.n.02', 'experience.n.02', 'food.n.03', 'goal.n.01', 'heresy.n.02', 'idea.n.01', 'ignorance.n.01', 'issue.n.01', 'kernel.n.03', 'knowledge_domain.n.01', 'lore.n.01', 'metaknowledge.n.01', 'noumenon.n.01', 'object.n.04', 'representation.n.01', 'topic.n.02', 'tradition.n.01', 'unbelief.n.01', 'universe.n.03', 'wisdom.n.01'];['cognition.n.01'];[]
content;the state of being contented with your situation in life;['contentedness', 'content'];[];['acceptance.n.03'];[]
content;something (a person or object or scene) selected by an artist or photographer for graphic representation;['subject', 'content', 'depicted_object'];[];['thing.n.12'];[]
content;satisfy in a limited way;['content'];[];['limit.v.02'];[]
content;make content;['content'];[];['satisfy.v.02'];[]
content;satisfied or showing satisfaction with things as they are;['contented', 'content'];[];[];[]
solid;matter that is solid at room temperature and pressure;['solid'];['crystal.n.01', 'dry_ice.n.01', 'food.n.02', 'glass.n.01', 'plastic.n.01', 'powder.n.01', 'precipitate.n.01', 'vitrification.n.01'];['matter.n.03'];[]
solid;the state in which a substance has no tendency to flow under moderate stress, resists forces (such as compression) that tend to deform it, and retains a definite size and shape;['solid', 'solidness', 'solid_state'];[];['state_of_matter.n.01'];[]
solid;a three-dimensional shape;['solid'];['block.n.03', 'cast.n.03', 'concave_shape.n.01', 'convex_shape.n.01', 'cylinder.n.01', 'frustum.n.01', 'ovoid.n.01', 'polyhedron.n.01', 'toroid.n.01'];['shape.n.02'];[]
solid;characterized by good substantial quality;['solid'];[];[];[]
solid;of definite shape and volume, firm, neither liquid nor gaseous;['solid'];[];[];[]
solid;entirely of one substance with no holes inside;['solid'];[];[];[]
solid;of one substance or character throughout;['solid'];[];[];[]
solid;uninterrupted in space, having no gaps or breaks;['solid'];[];[];[]
solid;providing abundant nourishment;['hearty', 'satisfying', 'solid', 'square', 'substantial'];[];[];[]
solid;of good quality and condition, solidly built;['solid', 'strong', 'substantial'];[];[];[]
solid;not soft or yielding to pressure;['firm', 'solid'];[];[];[]
solid;having three dimensions;['solid'];[];[];[]
solid;impenetrable for the eye;['solid'];[];[];[]
solid;financially sound;['solid'];[];[];[]
solid;of a substantial character and not frivolous or superficial;['solid'];[];[];[]
solid;meriting respect or esteem;['upstanding', 'solid'];[];[];[]
solid;of the same color throughout;['solid', 'self-colored', 'self-coloured'];[];[];[]
solid;acting together as a single undiversified whole;['solid', 'unanimous', 'whole'];[];[];[]
energy;(physics) a thermodynamic quantity equivalent to the capacity of a physical system to do work, the units of energy are joules or ergs;['energy', 'free_energy'];['activation_energy.n.01', 'alternative_energy.n.01', 'atomic_energy.n.01', 'binding_energy.n.01', 'chemical_energy.n.01', 'electricity.n.02', 'energy_level.n.01', 'heat.n.01', 'mechanical_energy.n.01', 'radiant_energy.n.01', 'radiation.n.01', 'rest_energy.n.01', 'work.n.05'];['physical_phenomenon.n.01'];[]
energy;forceful exertion;['energy', 'vigor', 'vigour', 'zip'];['athleticism.n.01'];['force.n.03'];[]
energy;enterprising or ambitious drive;['energy', 'push', 'get-up-and-go'];['second_wind.n.01'];['drive.n.05'];[]
energy;an imaginative lively style (especially style of writing);['energy', 'muscularity', 'vigor', 'vigour', 'vim'];['vitality.n.01'];['liveliness.n.02'];[]
energy;a healthy capacity for vigorous activity;['energy', 'vim', 'vitality'];['juice.n.02', 'qi.n.01'];['good_health.n.01'];[]
energy;any source of usable power;['energy'];[];['physical_phenomenon.n.01'];[]
energy;the federal department responsible for maintaining a national energy policy of the United States, created in 1977;['Department_of_Energy', 'Energy_Department', 'Energy', 'DOE'];[];['executive_department.n.01'];[]
fines;money extracted as a penalty;['fine', 'mulct', 'amercement'];['library_fine.n.01'];['penalty.n.02'];[]
fines;issue a ticket or a fine to as a penalty;['ticket', 'fine'];['amerce.v.02'];['book.v.03'];[]
fines;equip (a car) with fins;['fin'];[];['equip.v.01'];[]
fines;propel oneself through the water in a finning motion;['fin'];[];['swim.v.01'];[]
fines;show the fins above the water while swimming;['fin', 'break_water'];[];['swim.v.01'];[]
concentration;the strength of a solution, number of molecules of a substance in a given volume;['concentration'];['hydrogen_ion_concentration.n.01', 'molality.n.01', 'molarity.n.01', 'titer.n.01'];['property.n.02'];[]
concentration;the spatial property of being crowded together;['concentration', 'density', 'denseness', 'tightness', 'compactness'];[];['spacing.n.02'];[]
concentration;strengthening the concentration (as of a solute in a mixture) by removing diluting material;['concentration'];['pervaporation.n.01'];['strengthening.n.02'];[]
concentration;increase in density;['concentration'];['compaction.n.01', 'rarefaction.n.01'];['increase.n.02'];[]
concentration;complete attention, intense mental effort;['concentration', 'engrossment', 'absorption', 'immersion'];['focus.n.01', 'specialism.n.01', 'study.n.04'];['attention.n.05'];[]
concentration;bringing together military forces;['concentration'];[];['assembly.n.06'];[]
concentration;great and constant diligence and attention;['assiduity', 'assiduousness', 'concentration'];['intentness.n.01', 'singleness.n.02'];['diligence.n.02'];[]
municipal;relating or belonging to or characteristic of a municipality;['municipal'];[];[];[]
municipal;of or relating to the government of a municipality;['municipal'];[];[];[]
columns;a line of units following one after another;['column'];[];['file.n.02'];[]
columns;a vertical glass tube used in column chromatography, a mixture is poured in the top and washed through a stationary substance where components of the mixture are adsorbed selectively to form colored bands;['column', 'chromatography_column'];[];['tube.n.01'];[]
columns;a vertical array of numbers or other information;['column'];[];['array.n.01'];['table.n.01']
columns;anything that approximates the shape of a column or tower;['column', 'tower', 'pillar'];['columella.n.01', 'hoodoo.n.01'];['shape.n.02'];[]
columns;an article giving opinions or perspectives;['column', 'editorial', 'newspaper_column'];['agony_column.n.01'];['article.n.01'];[]
columns;a vertical cylindrical structure standing alone and not supporting anything (such as a monument);['column', 'pillar'];['obelisk.n.01', 'totem_pole.n.01'];['structure.n.01'];[]
columns;(architecture) a tall vertical cylindrical structure standing upright and used to support a structure;['column', 'pillar'];['atlas.n.04', 'caryatid.n.01', 'newel.n.02', 'pilaster.n.01', 'pile.n.06', 'support_column.n.01'];['upright.n.01'];[]
columns;a page or text that is vertically divided;['column'];[];['text.n.01'];[]
columns;any tubular or pillar-like supporting structure in the body;['column'];[];['skeletal_structure.n.01'];[]
carbon;an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond, occurs in all organic compounds;['carbon', 'C', 'atomic_number_6'];['activated_carbon.n.01', 'carbon_black.n.01', 'char.n.01', 'charcoal.n.01', 'diamond.n.02', 'fullerene.n.01', 'graphite.n.01', 'radiocarbon.n.01'];['chemical_element.n.01'];[]
carbon;a thin paper coated on one side with a dark waxy substance (often containing carbon), used to transfer characters from the original to an under sheet of paper;['carbon_paper', 'carbon'];[];['paper.n.01'];[]
carbon;a copy made with carbon paper;['carbon', 'carbon_copy'];[];['copy.n.02'];[]
removal;the act of removing;['removal', 'remotion'];['abscission.n.02', 'abstraction.n.02', 'autotomy.n.01', 'decontamination.n.01', 'deletion.n.04', 'denudation.n.01', 'dermabrasion.n.01', 'disembowelment.n.01', 'dislodgment.n.01', 'elimination.n.01', 'elimination.n.04', 'emptying.n.01', 'extraction.n.03', 'rinse.n.02', 'skimming.n.01', 'withdrawal.n.02', 'withdrawal.n.05'];['separation.n.09'];[]
removal;dismissal from office;['removal'];['purge.n.03'];['dismissal.n.04'];[]
hydrogen;a nonmetallic univalent element that is normally a colorless and odorless highly flammable diatomic gas, the simplest and lightest and most abundant element in the universe;['hydrogen', 'H', 'atomic_number_1'];['tritium.n.01'];['chemical_element.n.01', 'gas.n.02'];[]
experiment;the act of conducting a controlled test or investigation;['experiment', 'experimentation'];['control_experiment.n.01', 'michelson-morley_experiment.n.01', 'testing.n.01', 'trial_and_error.n.01'];['scientific_research.n.01'];[]
experiment;the testing of an idea;['experiment', 'experimentation'];['pilot_experiment.n.01', 'trial.n.02'];['inquiry.n.01'];[]
experiment;a venture at something new or different;['experiment'];[];['venture.n.01'];[]
experiment;to conduct a test or investigation;['experiment'];[];['investigate.v.01'];[]
experiment;try something new, as in order to gain experience;['experiment', 'try_out'];[];[];[]
process;a particular course of action intended to achieve a result;['procedure', 'process'];['bertillon_system.n.01', 'calculation.n.01', 'condition.n.08', 'diagnostic_procedure.n.01', 'emergency_procedure.n.01', 'experimental_procedure.n.01', 'fingerprinting.n.01', 'genetic_profiling.n.01', 'indirection.n.01', 'mapping.n.02', 'medical_procedure.n.01', 'operating_procedure.n.01', 'rigmarole.n.02', 'routine.n.01', 'rule.n.11', 'stiffening.n.01'];['activity.n.01'];[]
process;(psychology) the performance of some composite cognitive activity, an operation that affects mental contents;['process', 'cognitive_process', 'mental_process', 'operation', 'cognitive_operation'];['basic_cognitive_process.n.01', 'higher_cognitive_process.n.01'];['cognition.n.01'];[]
process;a writ issued by authority of law, usually compels the defendant's attendance in a civil suit, failure to appear results in a default judgment against the defendant;['summons', 'process'];['citation.n.05', 'monition.n.03', 'ticket.n.03'];['writ.n.01'];[]
process;a mental process that you are not directly aware of;['process', 'unconscious_process'];['condensation.n.01', 'defense_mechanism.n.01', 'sleep_talking.n.01'];['cognition.n.01'];[]
process;a natural prolongation or projection from a part of an organism either animal or plant;['process', 'outgrowth', 'appendage'];['acromion.n.01', 'acrosome.n.01', 'aculea.n.01', 'ala.n.01', 'alveolar_arch.n.01', 'alveolar_ridge.n.01', 'apophysis.n.02', 'appendix.n.02', 'arista.n.01', 'caruncle.n.01', 'cirrus.n.03', 'condyle.n.01', 'coronoid_process.n.01', 'crest.n.05', 'epicondyle.n.01', 'excrescence.n.02', 'fetlock.n.02', 'fimbria.n.01', 'flagellum.n.02', 'hair.n.06', 'horn.n.02', 'horn.n.06', 'mastoid.n.01', 'metaphysis.n.01', 'odontoid_process.n.01', 'olecranon.n.01', 'osteophyte.n.01', 'papilla.n.01', 'papilla.n.02', 'papilla.n.03', 'plant_process.n.01', 'pseudopod.n.01', 'pterygoid_process.n.01', 'ridge.n.05', 'spicule.n.01', 'spine.n.05', 'style.n.09', 'styloid_process.n.01', 'tail.n.01', 'tentacle.n.02', 'transverse_process.n.01', 'trochanter.n.01', 'tuberosity.n.01', 'villus.n.01', 'zygomatic_process.n.01'];['body_part.n.01'];[]
process;a sustained phenomenon or one marked by gradual changes through a series of states;['process', 'physical_process'];['chelation.n.01', 'dealignment.n.01', 'decrease.n.02', 'degeneration.n.01', 'development.n.02', 'economic_process.n.01', 'encapsulation.n.02', 'execution.n.03', 'human_process.n.01', 'increase.n.03', 'industrial_process.n.01', 'irreversible_process.n.01', 'iteration.n.01', 'iteration.n.02', 'natural_process.n.01', 'operation.n.08', 'organic_process.n.01', 'phenomenon.n.01', 'photography.n.02', 'processing.n.01', 'reversible_process.n.01', 'sensitization.n.02', 'shaping.n.01', 'variation.n.07'];['physical_entity.n.01'];[]
process;subject to a process or treatment, with the aim of readying for some purpose, improving, or remedying a condition;['process', 'treat'];['agenize.v.01', 'air-condition.v.01', 'ammoniate.v.01', 'beneficiate.v.01', 'bituminize.v.01', 'bromate.v.02', 'camphorate.v.01', 'carbonate.v.02', 'carboxylate.v.01', 'chlorinate.v.01', 'chrome.v.02', 'creosote.v.01', 'curry.v.02', 'digest.v.01', 'dose.v.01', 'fluoridate.v.01', 'fumigate.v.01', 'iodize.v.01', 'irradiate.v.03', 'malt.v.01', 'mercerize.v.01', 'nitrate.v.01', 'nitrify.v.02', 'oxygenate.v.01', 'propagate.v.07', 'refine.v.03', 'reverberate.v.06', 'run.v.15', 'scald.v.02', 'seed.v.06', 'sulphur.v.01', 'tank.v.03', 'vulcanize.v.02'];['affect.v.01'];[]
process;deal with in a routine way;['process'];[];['manage.v.02'];[]
process;perform mathematical and logical operations on (data) according to programmed instructions in order to obtain the required information;['process'];[];['calculate.v.01'];[]
process;institute legal proceedings against, file a suit against;['action', 'sue', 'litigate', 'process'];['expedite.v.02'];['challenge.v.02'];[]
process;march in a procession;['march', 'process'];['countermarch.v.01', 'debouch.v.01', 'file.v.03', 'goose_step.v.01', 'parade.v.02'];['walk.v.01'];[]
process;shape, form, or improve a material;['work', 'work_on', 'process'];['coldwork.v.01', 'hot-work.v.01', 'overwork.v.01', 'rack.v.09', 'rework.v.01', 'till.v.01', 'tool.v.04'];['transform.v.02'];[]
process;deliver a warrant or summons to someone;['serve', 'process', 'swear_out'];['subpoena.v.01', 'wash.v.01'];['deliver.v.02'];[]
